prname,date,reporting_week,reporting_year,totalcases,numtotal_last7,numdeaths,numdeaths_last7,numtotal_last14,numdeaths_last14
Newfoundland and Labrador,25/09/2021,38,2021,1668,113,7,0,136,0
New Brunswick,25/09/2021,38,2021,3768,468,54,6,808,7
Nova Scotia,25/09/2021,38,2021,6511,195,95,1,356,1
Prince Edward Island,25/09/2021,38,2021,292,19,0,0,46,0
Yukon,25/09/2021,38,2021,747,33,9,0,46,0
Northwest Territories,25/09/2021,38,2021,870,166,2,1,305,1
Nunavut,25/09/2021,38,2021,663,2,4,0,4,0
Repatriated travellers,25/09/2021,38,2021,13,0,0,0,0,0
Canada,25/09/2021,38,2021,1601096,29811,27433,255,60518,472
British Columbia,02/10/2021,39,2021,188311,4894,1973,51,9713,85
Alberta,02/10/2021,39,2021,302730,10991,2786,116,22010,219
Saskatchewan,02/10/2021,39,2021,68290,3341,708,41,6732,70
Manitoba,02/10/2021,39,2021,60749,649,1211,3,1083,7
Ontario,02/10/2021,39,2021,587521,4246,9470,48,8652,97
Quebec,02/10/2021,39,2021,406959,3875,11405,33,8621,60
Newfoundland and Labrador,02/10/2021,39,2021,1797,129,9,1,242,2
New Brunswick,02/10/2021,39,2021,4412,644,64,10,1112,16
Nova Scotia,02/10/2021,39,2021,6734,223,97,1,418,3
Prince Edward Island,02/10/2021,39,2021,300,8,0,0,27,0
Yukon,02/10/2021,39,2021,756,9,9,0,42,0
Northwest Territories,02/10/2021,39,2021,1079,209,5,3,375,4
Nunavut,02/10/2021,39,2021,664,1,4,0,2,0
Repatriated travellers,02/10/2021,39,2021,13,0,0,0,0,0
Canada,02/10/2021,39,2021,1630315,29218,27740,308,59029,562
British Columbia,09/10/2021,40,2021,193094,4783,2001,28,9677,79
Alberta,09/10/2021,40,2021,310456,7726,2880,94,18717,210
Saskatchewan,09/10/2021,40,2021,71526,3236,746,38,6577,79
Manitoba,09/10/2021,40,2021,61462,713,1220,9,1362,12
Ontario,09/10/2021,40,2021,591331,3810,9506,36,8056,84
Quebec,09/10/2021,40,2021,410779,3820,11434,29,7695,62
Newfoundland and Labrador,09/10/2021,40,2021,1848,51,11,2,180,4
New Brunswick,09/10/2021,40,2021,5087,675,72,8,1319,18
Nova Scotia,09/10/2021,40,2021,6926,192,98,1,415,2
Prince Edward Island,09/10/2021,40,2021,306,6,0,0,14,0
Yukon,09/10/2021,40,2021,794,38,10,1,47,1
Northwest Territories,09/10/2021,40,2021,1367,288,6,1,497,4
Nunavut,09/10/2021,40,2021,668,4,4,0,5,0
Repatriated travellers,09/10/2021,40,2021,13,0,0,0,0,0
Canada,09/10/2021,40,2021,1655658,25343,27988,248,54561,555
British Columbia,16/10/2021,41,2021,197186,4092,2055,54,8875,82
Alberta,16/10/2021,41,2021,315888,5432,2985,105,13158,199
Saskatchewan,16/10/2021,41,2021,74074,2548,776,30,5784,68
Manitoba,16/10/2021,41,2021,62091,629,1230,10,1342,19
