prname,date,reporting_week,reporting_year,totalcases,numtotal_last7,numdeaths,numdeaths_last7,numtotal_last14,numdeaths_last14
British Columbia,01/02/2020,5,2020,1,1,0,0,,
Alberta,01/02/2020,5,2020,0,0,0,0,,
Saskatchewan,01/02/2020,5,2020,0,0,0,0,,
Manitoba,01/02/2020,5,2020,0,0,0,0,,
Ontario,01/02/2020,5,2020,3,3,0,0,,
Quebec,01/02/2020,5,2020,0,0,0,0,,
Newfoundland and Labrador,01/02/2020,5,2020,0,0,0,0,,
New Brunswick,01/02/2020,5,2020,0,0,0,0,,
Nova Scotia,01/02/2020,5,2020,0,0,0,0,,
Prince Edward Island,01/02/2020,5,2020,0,0,0,0,,
Yukon,01/02/2020,5,2020,0,0,0,0,,
Northwest Territories,01/02/2020,5,2020,0,0,0,0,,
Nunavut,01/02/2020,5,2020,0,0,0,0,,
Repatriated travellers,01/02/2020,5,2020,0,0,0,0,,
Canada,01/02/2020,5,2020,4,4,0,0,,
British Columbia,08/02/2020,6,2020,4,3,0,0,4,0
Alberta,08/02/2020,6,2020,0,0,0,0,0,0
Saskatchewan,08/02/2020,6,2020,0,0,0,0,0,0
Manitoba,08/02/2020,6,2020,0,0,0,0,0,0
Ontario,08/02/2020,6,2020,3,0,0,0,3,0
Quebec,08/02/2020,6,2020,0,0,0,0,0,0
Newfoundland and Labrador,08/02/2020,6,2020,0,0,0,0,0,0
New Brunswick,08/02/2020,6,2020,0,0,0,0,0,0
Nova Scotia,08/02/2020,6,2020,0,0,0,0,0,0
Prince Edward Island,08/02/2020,6,2020,0,0,0,0,0,0
Yukon,08/02/2020,6,2020,0,0,0,0,0,0
Northwest Territories,08/02/2020,6,2020,0,0,0,0,0,0
Nunavut,08/02/2020,6,2020,0,0,0,0,0,0
Repatriated travellers,08/02/2020,6,2020,0,0,0,0,0,0
Canada,08/02/2020,6,2020,7,3,0,0,7,0
British Columbia,15/02/2020,7,2020,4,0,0,0,3,0
Alberta,15/02/2020,7,2020,0,0,0,0,0,0
Saskatchewan,15/02/2020,7,2020,0,0,0,0,0,0
Manitoba,15/02/2020,7,2020,0,0,0,0,0,0
Ontario,15/02/2020,7,2020,3,0,0,0,0,0
Quebec,15/02/2020,7,2020,0,0,0,0,0,0
Newfoundland and Labrador,15/02/2020,7,2020,0,0,0,0,0,0
New Brunswick,15/02/2020,7,2020,0,0,0,0,0,0
Nova Scotia,15/02/2020,7,2020,0,0,0,0,0,0
Prince Edward Island,15/02/2020,7,2020,0,0,0,0,0,0
Yukon,15/02/2020,7,2020,0,0,0,0,0,0
Northwest Territories,15/02/2020,7,2020,0,0,0,0,0,0
Nunavut,15/02/2020,7,2020,0,0,0,0,0,0
Repatriated travellers,15/02/2020,7,2020,0,0,0,0,0,0
Canada,15/02/2020,7,2020,7,0,0,0,3,0
British Columbia,22/02/2020,8,2020,6,2,0,0,2,0
Alberta,22/02/2020,8,2020,0,0,0,0,0,0
Saskatchewan,22/02/2020,8,2020,0,0,0,0,0,0
Manitoba,22/02/2020,8,2020,0,0,0,0,0,0
Ontario,22/02/2020,8,2020,3,0,0,0,0,0
Quebec,22/02/2020,8,2020,0,0,0,0,0,0
Newfoundland and Labrador,22/02/2020,8,2020,0,0,0,0,0,0
New Brunswick,22/02/2020,8,2020,0,0,0,0,0,0
Nova Scotia,22/02/2020,8,2020,0,0,0,0,0,0
Prince Edward Island,22/02/2020,8,2020,0,0,0,0,0,0
Yukon,22/02/2020,8,2020,0,0,0,0,0,0
Northwest Territories,22/02/2020,8,2020,0,0,0,0,0,0
Nunavut,22/02/2020,8,2020,0,0,0,0,0,0
Repatriated travellers,22/02/2020,8,2020,0,0,0,0,0,0
Canada,22/02/2020,8,2020,9,2,0,0,2,0
British Columbia,29/02/2020,9,2020,7,1,0,0,3,0
Alberta,29/02/2020,9,2020,0,0,0,0,0,0
Saskatchewan,29/02/2020,9,2020,0,0,0,0,0,0
Manitoba,29/02/2020,9,2020,0,0,0,0,0,0
Ontario,29/02/2020,9,2020,8,5,0,0,5,0
Quebec,29/02/2020,9,2020,0,0,0,0,0,0
Newfoundland and Labrador,29/02/2020,9,2020,0,0,0,0,0,0
New Brunswick,29/02/2020,9,2020,0,0,0,0,0,0
Nova Scotia,29/02/2020,9,2020,0,0,0,0,0,0
Prince Edward Island,29/02/2020,9,2020,0,0,0,0,0,0
Yukon,29/02/2020,9,2020,0,0,0,0,0,0
Northwest Territories,29/02/2020,9,2020,0,0,0,0,0,0
Nunavut,29/02/2020,9,2020,0,0,0,0,0,0
Repatriated travellers,29/02/2020,9,2020,0,0,0,0,0,0
Canada,29/02/2020,9,2020,15,6,0,0,8,0
British Columbia,07/03/2020,10,2020,27,20,0,0,21,0
Alberta,07/03/2020,10,2020,2,2,0,0,2,0
Saskatchewan,07/03/2020,10,2020,0,0,0,0,0,0
Manitoba,07/03/2020,10,2020,0,0,0,0,0,0
Ontario,07/03/2020,10,2020,28,20,0,0,25,0
Quebec,07/03/2020,10,2020,1,1,0,0,1,0
Newfoundland and Labrador,07/03/2020,10,2020,0,0,0,0,0,0
New Brunswick,07/03/2020,10,2020,0,0,0,0,0,0
Nova Scotia,07/03/2020,10,2020,0,0,0,0,0,0
Prince Edward Island,07/03/2020,10,2020,0,0,0,0,0,0
Yukon,07/03/2020,10,2020,0,0,0,0,0,0
Northwest Territories,07/03/2020,10,2020,0,0,0,0,0,0
Nunavut,07/03/2020,10,2020,0,0,0,0,0,0
Repatriated travellers,07/03/2020,10,2020,0,0,0,0,0,0
Canada,07/03/2020,10,2020,58,43,0,0,49,0
British Columbia,14/03/2020,11,2020,64,37,1,1,57,1
Alberta,14/03/2020,11,2020,56,54,0,0,56,0
Saskatchewan,14/03/2020,11,2020,2,2,0,0,2,0
Manitoba,14/03/2020,11,2020,4,4,0,0,4,0
Ontario,14/03/2020,11,2020,79,51,0,0,71,0
Quebec,14/03/2020,11,2020,7,6,0,0,7,0
Newfoundland and Labrador,14/03/2020,11,2020,0,0,0,0,0,0
New Brunswick,14/03/2020,11,2020,2,2,0,0,2,0
Nova Scotia,14/03/2020,11,2020,2,2,0,0,2,0
Prince Edward Island,14/03/2020,11,2020,1,1,0,0,1,0
Yukon,14/03/2020,11,2020,0,0,0,0,0,0
Northwest Territories,14/03/2020,11,2020,0,0,0,0,0,0
Nunavut,14/03/2020,11,2020,0,0,0,0,0,0
Repatriated travellers,14/03/2020,11,2020,2,2,0,0,2,0
Canada,14/03/2020,11,2020,219,161,1,1,204,1
British Columbia,21/03/2020,12,2020,424,360,10,9,397,10
Alberta,21/03/2020,12,2020,244,188,1,1,242,1
Saskatchewan,21/03/2020,12,2020,44,42,0,0,44,0
Manitoba,21/03/2020,12,2020,19,15,0,0,19,0
Ontario,21/03/2020,12,2020,377,298,0,0,349,0
Quebec,21/03/2020,12,2020,288,281,5,5,287,5
Newfoundland and Labrador,21/03/2020,12,2020,6,6,0,0,6,0
New Brunswick,21/03/2020,12,2020,17,15,0,0,17,0
Nova Scotia,21/03/2020,12,2020,30,28,0,0,30,0
Prince Edward Island,21/03/2020,12,2020,2,2,0,0,2,0
Yukon,21/03/2020,12,2020,1,1,0,0,1,0
Northwest Territories,21/03/2020,12,2020,1,1,0,0,1,0
Nunavut,21/03/2020,12,2020,0,0,0,0,0,0
Repatriated travellers,21/03/2020,12,2020,13,11,0,0,13,0
Canada,21/03/2020,12,2020,1466,1247,16,15,1408,16
British Columbia,28/03/2020,13,2020,884,460,16,6,820,15
Alberta,28/03/2020,13,2020,665,421,1,0,609,1
Saskatchewan,28/03/2020,13,2020,134,90,0,0,132,0
Manitoba,28/03/2020,13,2020,64,45,1,1,60,1
Ontario,28/03/2020,13,2020,993,616,0,0,914,0
Quebec,28/03/2020,13,2020,2368,2080,44,39,2361,44
Newfoundland and Labrador,28/03/2020,13,2020,120,114,0,0,120,0
New Brunswick,28/03/2020,13,2020,51,34,0,0,49,0
Nova Scotia,28/03/2020,13,2020,102,72,0,0,100,0
Prince Edward Island,28/03/2020,13,2020,13,11,0,0,13,0
Yukon,28/03/2020,13,2020,4,3,0,0,4,0
Northwest Territories,28/03/2020,13,2020,1,0,0,0,1,0
Nunavut,28/03/2020,13,2020,0,0,0,0,0,0
Repatriated travellers,28/03/2020,13,2020,13,0,0,0,11,0
Canada,28/03/2020,13,2020,5413,3947,62,46,5194,61
British Columbia,04/04/2020,14,2020,1203,319,38,22,779,28
Alberta,04/04/2020,14,2020,1231,566,23,22,987,22
Saskatchewan,04/04/2020,14,2020,231,97,3,3,187,3
Manitoba,04/04/2020,14,2020,194,130,2,1,175,2
Ontario,04/04/2020,14,2020,3630,2637,94,94,3253,94
Quebec,04/04/2020,14,2020,6749,4381,203,159,6461,198
Newfoundland and Labrador,04/04/2020,14,2020,195,75,1,1,189,1
New Brunswick,04/04/2020,14,2020,98,47,0,0,81,0
Nova Scotia,04/04/2020,14,2020,246,143,0,0,215,0
Prince Edward Island,04/04/2020,14,2020,22,8,0,0,19,0
Yukon,04/04/2020,14,2020,6,3,0,0,6,0
Northwest Territories,04/04/2020,14,2020,4,3,0,0,3,0
Nunavut,04/04/2020,14,2020,0,0,0,0,0,0
Repatriated travellers,04/04/2020,14,2020,13,0,0,0,0,0
Canada,04/04/2020,14,2020,13822,8409,364,302,12356,348
British Columbia,11/04/2020,15,2020,1445,242,58,20,561,42
Alberta,11/04/2020,15,2020,1551,320,45,22,886,44
Saskatchewan,11/04/2020,15,2020,289,58,4,1,155,4
Manitoba,11/04/2020,15,2020,242,48,4,2,178,3
Ontario,11/04/2020,15,2020,6648,3018,252,158,5655,252
Quebec,11/04/2020,15,2020,11263,4514,622,419,8895,578
Newfoundland and Labrador,11/04/2020,15,2020,241,46,2,1,121,2
New Brunswick,11/04/2020,15,2020,112,14,0,0,61,0
Nova Scotia,11/04/2020,15,2020,422,177,2,2,320,2
Prince Edward Island,11/04/2020,15,2020,24,2,0,0,10,0
Yukon,11/04/2020,15,2020,8,2,0,0,4,0
Northwest Territories,11/04/2020,15,2020,5,1,0,0,4,0
Nunavut,11/04/2020,15,2020,0,0,0,0,0,0
Repatriated travellers,11/04/2020,15,2020,13,0,0,0,0,0
Canada,11/04/2020,15,2020,22263,8442,990,625,16851,927
British Columbia,18/04/2020,16,2020,1618,173,78,20,415,40
Alberta,18/04/2020,16,2020,2492,941,57,12,1261,34
Saskatchewan,18/04/2020,16,2020,313,24,4,0,82,1
Manitoba,18/04/2020,16,2020,253,11,5,1,59,3
Ontario,18/04/2020,16,2020,10010,3362,511,259,6380,417
Quebec,18/04/2020,16,2020,17262,5999,1275,653,10513,1072
Newfoundland and Labrador,18/04/2020,16,2020,256,15,3,1,61,2
New Brunswick,18/04/2020,16,2020,118,6,0,0,20,0
Nova Scotia,18/04/2020,16,2020,650,228,7,5,405,7
Prince Edward Island,18/04/2020,16,2020,26,2,0,0,4,0
Yukon,18/04/2020,16,2020,10,2,0,0,3,0
Northwest Territories,18/04/2020,16,2020,5,0,0,0,1,0
Nunavut,18/04/2020,16,2020,0,0,0,0,0,0
Repatriated travellers,18/04/2020,16,2020,13,0,0,0,0,0
Canada,18/04/2020,16,2020,33026,10763,1940,951,19204,1576
British Columbia,25/04/2020,17,2020,1948,330,100,22,503,42
Alberta,25/04/2020,17,2020,4228,1736,84,27,2677,39
Saskatchewan,25/04/2020,17,2020,349,36,4,0,60,0
Manitoba,25/04/2020,17,2020,267,14,6,1,25,2
Ontario,25/04/2020,17,2020,13995,3985,807,296,7347,555
Quebec,25/04/2020,17,2020,22279,5017,2092,817,11016,1470
Newfoundland and Labrador,25/04/2020,17,2020,257,1,3,0,16,1
New Brunswick,25/04/2020,17,2020,118,0,0,0,6,0
Nova Scotia,25/04/2020,17,2020,849,198,20,12,427,18
Prince Edward Island,25/04/2020,17,2020,27,1,0,0,3,0
Yukon,25/04/2020,17,2020,11,1,0,0,3,0
Northwest Territories,25/04/2020,17,2020,5,0,0,0,0,0
Nunavut,25/04/2020,17,2020,0,0,0,0,0,0
Repatriated travellers,25/04/2020,17,2020,13,0,0,0,0,0
Canada,25/04/2020,17,2020,44346,11320,3116,1175,22082,2126
British Columbia,02/05/2020,18,2020,2171,223,114,14,553,36
Alberta,02/05/2020,18,2020,5563,1335,104,20,3071,47
Saskatchewan,02/05/2020,18,2020,421,72,6,2,108,2
Manitoba,02/05/2020,18,2020,280,13,6,0,27,1
Ontario,02/05/2020,18,2020,17119,3124,1166,359,7109,655
Quebec,02/05/2020,18,2020,27644,5365,2983,891,10382,1708
Newfoundland and Labrador,02/05/2020,18,2020,259,2,3,0,3,0
New Brunswick,02/05/2020,18,2020,118,0,0,0,0,0
Nova Scotia,02/05/2020,18,2020,961,112,34,14,310,27
Prince Edward Island,02/05/2020,18,2020,27,0,0,0,1,0
Yukon,02/05/2020,18,2020,11,0,0,0,1,0
Northwest Territories,02/05/2020,18,2020,5,0,0,0,0,0
Nunavut,02/05/2020,18,2020,0,0,0,0,0,0
Repatriated travellers,02/05/2020,18,2020,13,0,0,0,0,0
Canada,02/05/2020,18,2020,54592,10246,4416,1300,21566,2476
British Columbia,09/05/2020,19,2020,2330,159,129,15,382,29
Alberta,09/05/2020,19,2020,6087,524,117,13,1859,33
Saskatchewan,09/05/2020,19,2020,553,132,6,0,204,2
Manitoba,09/05/2020,19,2020,284,4,7,1,17,1
Ontario,09/05/2020,19,2020,19944,2825,1585,419,5949,778
Quebec,09/05/2020,19,2020,32751,5107,3667,684,10472,1575
Newfoundland and Labrador,09/05/2020,19,2020,260,1,3,0,3,0
New Brunswick,09/05/2020,19,2020,120,2,0,0,2,0
Nova Scotia,09/05/2020,19,2020,1009,49,45,11,160,25
Prince Edward Island,09/05/2020,19,2020,27,0,0,0,0,0
Yukon,09/05/2020,19,2020,11,0,0,0,0,0
Northwest Territories,09/05/2020,19,2020,5,0,0,0,0,0
Nunavut,09/05/2020,19,2020,0,0,0,0,0,0
Repatriated travellers,09/05/2020,19,2020,13,0,0,0,0,0
Canada,09/05/2020,19,2020,63395,8803,5559,1143,19049,2443
British Columbia,16/05/2020,20,2020,2428,98,141,12,257,27
Alberta,16/05/2020,20,2020,6525,438,128,11,962,24
Saskatchewan,16/05/2020,20,2020,591,38,6,0,170,0
Manitoba,16/05/2020,20,2020,289,5,7,0,9,1
Ontario,16/05/2020,20,2020,22313,2369,1842,257,5194,676
Quebec,16/05/2020,20,2020,37435,4684,4254,587,9791,1271
Newfoundland and Labrador,16/05/2020,20,2020,260,0,3,0,1,0
New Brunswick,16/05/2020,20,2020,120,0,0,0,2,0
Nova Scotia,16/05/2020,20,2020,1036,27,53,8,75,19
Prince Edward Island,16/05/2020,20,2020,27,0,0,0,0,0
Yukon,16/05/2020,20,2020,11,0,0,0,0,0
Northwest Territories,16/05/2020,20,2020,5,0,0,0,0,0
Nunavut,16/05/2020,20,2020,0,0,0,0,0,0
Repatriated travellers,16/05/2020,20,2020,13,0,0,0,0,0
Canada,16/05/2020,20,2020,71053,7659,6434,875,16461,2018
British Columbia,23/05/2020,21,2020,2517,89,157,16,187,28
Alberta,23/05/2020,21,2020,6768,243,139,11,681,22
Saskatchewan,23/05/2020,21,2020,630,39,7,1,77,1
Manitoba,23/05/2020,21,2020,292,3,7,0,8,0
Ontario,23/05/2020,21,2020,25040,2727,2028,186,5096,443
Quebec,23/05/2020,21,2020,41559,4124,4711,457,8808,1044
Newfoundland and Labrador,23/05/2020,21,2020,260,0,3,0,0,0
New Brunswick,23/05/2020,21,2020,121,1,0,0,1,0
Nova Scotia,23/05/2020,21,2020,1049,13,57,4,39,12
Prince Edward Island,23/05/2020,21,2020,27,0,0,0,0,0
Yukon,23/05/2020,21,2020,11,0,0,0,0,0
Northwest Territories,23/05/2020,21,2020,5,0,0,0,0,0
Nunavut,23/05/2020,21,2020,0,0,0,0,0,0
Repatriated travellers,23/05/2020,21,2020,13,0,0,0,0,0
Canada,23/05/2020,21,2020,78292,7239,7109,675,14897,1550
British Columbia,30/05/2020,22,2020,2573,56,164,7,145,23
Alberta,30/05/2020,22,2020,6934,166,144,5,409,16
Saskatchewan,30/05/2020,22,2020,645,15,10,3,54,4
Manitoba,30/05/2020,22,2020,294,2,7,0,5,0
Ontario,30/05/2020,22,2020,27533,2493,2227,199,5220,385
Quebec,30/05/2020,22,2020,44400,2841,5137,426,6965,883
Newfoundland and Labrador,30/05/2020,22,2020,261,1,3,0,1,0
New Brunswick,30/05/2020,22,2020,129,8,0,0,9,0
Nova Scotia,30/05/2020,22,2020,1055,7,59,2,19,6
Prince Edward Island,30/05/2020,22,2020,27,0,0,0,0,0
Yukon,30/05/2020,22,2020,11,0,0,0,0,0
Northwest Territories,30/05/2020,22,2020,5,0,0,0,0,0
Nunavut,30/05/2020,22,2020,0,0,0,0,0,0
Repatriated travellers,30/05/2020,22,2020,13,0,0,0,0,0
Canada,30/05/2020,22,2020,83881,5589,7751,642,12827,1317
British Columbia,06/06/2020,23,2020,2632,59,167,3,115,10
Alberta,06/06/2020,23,2020,7105,171,150,6,337,11
Saskatchewan,06/06/2020,23,2020,650,5,11,1,20,4
Manitoba,06/06/2020,23,2020,300,6,7,0,8,0
Ontario,06/06/2020,23,2020,30202,2669,2384,157,5162,356
Quebec,06/06/2020,23,2020,46048,1648,5350,213,4489,639
Newfoundland and Labrador,06/06/2020,23,2020,261,0,3,0,1,0
New Brunswick,06/06/2020,23,2020,136,7,1,1,15,1
Nova Scotia,06/06/2020,23,2020,1058,3,61,1,10,4
Prince Edward Island,06/06/2020,23,2020,27,0,0,0,0,0
Yukon,06/06/2020,23,2020,11,0,0,0,0,0
Northwest Territories,06/06/2020,23,2020,5,0,0,0,0,0
Nunavut,06/06/2020,23,2020,0,0,0,0,0,0
Repatriated travellers,06/06/2020,23,2020,13,0,0,0,0,0
Canada,06/06/2020,23,2020,88449,4568,8134,382,10157,1025
British Columbia,13/06/2020,24,2020,2709,77,168,1,136,4
Alberta,13/06/2020,24,2020,7353,248,151,1,419,7
Saskatchewan,13/06/2020,24,2020,664,14,13,2,19,3
Manitoba,13/06/2020,24,2020,303,3,7,0,9,0
Ontario,13/06/2020,24,2020,31992,1790,2479,95,4459,252
Quebec,13/06/2020,24,2020,47047,999,5484,134,2647,347
Newfoundland and Labrador,13/06/2020,24,2020,261,0,3,0,0,0
New Brunswick,13/06/2020,24,2020,157,21,2,1,28,2
Nova Scotia,13/06/2020,24,2020,1060,2,62,1,5,2
Prince Edward Island,13/06/2020,24,2020,27,0,0,0,0,0
Yukon,13/06/2020,24,2020,11,0,0,0,0,0
Northwest Territories,13/06/2020,24,2020,5,0,0,0,0,0
Nunavut,13/06/2020,24,2020,0,0,0,0,0,0
Repatriated travellers,13/06/2020,24,2020,13,0,0,0,0,0
Canada,13/06/2020,24,2020,91603,3154,8369,235,7722,617
British Columbia,20/06/2020,25,2020,2790,81,168,0,158,1
Alberta,20/06/2020,25,2020,7656,303,152,1,551,2
Saskatchewan,20/06/2020,25,2020,726,62,13,0,76,2
Manitoba,20/06/2020,25,2020,313,10,7,0,13,0
Ontario,20/06/2020,25,2020,33301,1309,2566,87,3099,182
Quebec,20/06/2020,25,2020,47725,678,5553,69,1677,203
Newfoundland and Labrador,20/06/2020,25,2020,261,0,3,0,0,0
New Brunswick,20/06/2020,25,2020,164,7,2,0,28,1
Nova Scotia,20/06/2020,25,2020,1061,1,63,1,3,2
Prince Edward Island,20/06/2020,25,2020,27,0,0,0,0,0
Yukon,20/06/2020,25,2020,11,0,0,0,0,0
Northwest Territories,20/06/2020,25,2020,5,0,0,0,0,0
Nunavut,20/06/2020,25,2020,0,0,0,0,0,0
Repatriated travellers,20/06/2020,25,2020,13,0,0,0,0,0
Canada,20/06/2020,25,2020,94053,2451,8527,158,5605,393
British Columbia,27/06/2020,26,2020,2878,88,174,6,169,6
Alberta,27/06/2020,26,2020,7939,283,154,2,586,3
Saskatchewan,27/06/2020,26,2020,777,51,13,0,113,0
Manitoba,27/06/2020,26,2020,322,9,7,0,19,0
Ontario,27/06/2020,26,2020,34476,1175,2618,52,2484,139
Quebec,27/06/2020,26,2020,48230,505,5613,60,1183,129
Newfoundland and Labrador,27/06/2020,26,2020,261,0,3,0,0,0
New Brunswick,27/06/2020,26,2020,165,1,2,0,8,0
Nova Scotia,27/06/2020,26,2020,1061,0,63,0,1,1
Prince Edward Island,27/06/2020,26,2020,27,0,0,0,0,0
Yukon,27/06/2020,26,2020,11,0,0,0,0,0
Northwest Territories,27/06/2020,26,2020,5,0,0,0,0,0
Nunavut,27/06/2020,26,2020,0,0,0,0,0,0
Repatriated travellers,27/06/2020,26,2020,13,0,0,0,0,0
Canada,27/06/2020,26,2020,96165,2112,8647,120,4563,278
British Columbia,04/07/2020,27,2020,2947,69,177,3,157,9
Alberta,04/07/2020,27,2020,8281,342,156,2,625,4
Saskatchewan,04/07/2020,27,2020,796,19,14,1,70,1
Manitoba,04/07/2020,27,2020,325,3,7,0,12,0
Ontario,04/07/2020,27,2020,35656,1180,2651,33,2355,85
Quebec,04/07/2020,27,2020,48734,504,5659,46,1009,106
Newfoundland and Labrador,04/07/2020,27,2020,261,0,3,0,0,0
New Brunswick,04/07/2020,27,2020,165,0,2,0,1,0
Nova Scotia,04/07/2020,27,2020,1064,3,63,0,3,0
Prince Edward Island,04/07/2020,27,2020,30,3,0,0,3,0
Yukon,04/07/2020,27,2020,11,0,0,0,0,0
Northwest Territories,04/07/2020,27,2020,5,0,0,0,0,0
Nunavut,04/07/2020,27,2020,0,0,0,0,0,0
Repatriated travellers,04/07/2020,27,2020,13,0,0,0,0,0
Canada,04/07/2020,27,2020,98288,2123,8732,85,4235,205
British Columbia,11/07/2020,28,2020,3053,106,187,10,175,13
Alberta,11/07/2020,28,2020,8691,410,162,6,752,8
Saskatchewan,11/07/2020,28,2020,815,19,15,1,38,2
Manitoba,11/07/2020,28,2020,325,0,7,0,3,0
Ontario,11/07/2020,28,2020,36594,938,2680,29,2118,62
Quebec,11/07/2020,28,2020,49406,672,5688,29,1176,75
Newfoundland and Labrador,11/07/2020,28,2020,262,1,3,0,1,0
New Brunswick,11/07/2020,28,2020,166,1,2,0,1,0
Nova Scotia,11/07/2020,28,2020,1066,2,63,0,5,0
Prince Edward Island,11/07/2020,28,2020,34,4,0,0,7,0
Yukon,11/07/2020,28,2020,11,0,0,0,0,0
Northwest Territories,11/07/2020,28,2020,5,0,0,0,0,0
Nunavut,11/07/2020,28,2020,0,0,0,0,0,0
Repatriated travellers,11/07/2020,28,2020,13,0,0,0,0,0
Canada,11/07/2020,28,2020,100441,2153,8807,75,4276,160
British Columbia,18/07/2020,29,2020,3198,145,189,2,251,12
Alberta,18/07/2020,29,2020,9429,738,170,8,1148,14
Saskatchewan,18/07/2020,29,2020,941,126,15,0,145,1
Manitoba,18/07/2020,29,2020,337,12,7,0,12,0
Ontario,18/07/2020,29,2020,37440,846,2711,31,1784,60
Quebec,18/07/2020,29,2020,50404,998,5704,16,1670,45
Newfoundland and Labrador,18/07/2020,29,2020,262,0,3,0,1,0
New Brunswick,18/07/2020,29,2020,168,2,2,0,3,0
Nova Scotia,18/07/2020,29,2020,1067,1,63,0,3,0
Prince Edward Island,18/07/2020,29,2020,36,2,0,0,6,0
Yukon,18/07/2020,29,2020,13,2,0,0,2,0
Northwest Territories,18/07/2020,29,2020,5,0,0,0,0,0
Nunavut,18/07/2020,29,2020,0,0,0,0,0,0
Repatriated travellers,18/07/2020,29,2020,13,0,0,0,0,0
Canada,18/07/2020,29,2020,103313,2872,8864,57,5025,132
British Columbia,25/07/2020,30,2020,3419,221,191,2,366,4
Alberta,25/07/2020,30,2020,10228,799,184,14,1537,22
Saskatchewan,25/07/2020,30,2020,1136,195,16,1,321,1
Manitoba,25/07/2020,30,2020,388,51,7,0,63,0
Ontario,25/07/2020,30,2020,38543,1103,2722,11,1949,42
Quebec,25/07/2020,30,2020,51498,1094,5715,11,2092,27
Newfoundland and Labrador,25/07/2020,30,2020,265,3,3,0,3,0
New Brunswick,25/07/2020,30,2020,170,2,2,0,4,0
Nova Scotia,25/07/2020,30,2020,1067,0,63,0,1,0
Prince Edward Island,25/07/2020,30,2020,36,0,0,0,2,0
Yukon,25/07/2020,30,2020,14,1,0,0,3,0
Northwest Territories,25/07/2020,30,2020,5,0,0,0,0,0
Nunavut,25/07/2020,30,2020,0,0,0,0,0,0
Repatriated travellers,25/07/2020,30,2020,13,0,0,0,0,0
Canada,25/07/2020,30,2020,106782,3469,8903,39,6341,96
British Columbia,01/08/2020,31,2020,3641,222,195,4,443,6
Alberta,01/08/2020,31,2020,10937,709,200,16,1508,30
Saskatchewan,01/08/2020,31,2020,1334,198,18,2,393,3
Manitoba,01/08/2020,31,2020,417,29,8,1,80,1
Ontario,01/08/2020,31,2020,39333,790,2739,17,1893,28
Quebec,01/08/2020,31,2020,52434,936,5725,10,2030,21
Newfoundland and Labrador,01/08/2020,31,2020,266,1,3,0,4,0
New Brunswick,01/08/2020,31,2020,170,0,2,0,2,0
Nova Scotia,01/08/2020,31,2020,1070,3,64,1,3,1
Prince Edward Island,01/08/2020,31,2020,36,0,0,0,0,0
Yukon,01/08/2020,31,2020,14,0,0,0,1,0
Northwest Territories,01/08/2020,31,2020,5,0,0,0,0,0
Nunavut,01/08/2020,31,2020,0,0,0,0,0,0
Repatriated travellers,01/08/2020,31,2020,13,0,0,0,0,0
Canada,01/08/2020,31,2020,109670,2888,8954,51,6357,90
British Columbia,08/08/2020,32,2020,3934,293,195,0,515,4
Alberta,08/08/2020,32,2020,11565,628,214,14,1337,30
Saskatchewan,08/08/2020,32,2020,1433,99,20,2,297,4
Manitoba,08/08/2020,32,2020,507,90,8,0,119,1
Ontario,08/08/2020,32,2020,39967,634,2746,7,1424,24
Quebec,08/08/2020,32,2020,53304,870,5736,11,1806,21
Newfoundland and Labrador,08/08/2020,32,2020,267,1,3,0,2,0
New Brunswick,08/08/2020,32,2020,176,6,2,0,6,0
Nova Scotia,08/08/2020,32,2020,1071,1,64,0,4,1
Prince Edward Island,08/08/2020,32,2020,36,0,0,0,0,0
Yukon,08/08/2020,32,2020,15,1,0,0,1,0
Northwest Territories,08/08/2020,32,2020,5,0,0,0,0,0
Nunavut,08/08/2020,32,2020,0,0,0,0,0,0
Repatriated travellers,08/08/2020,32,2020,13,0,0,0,0,0
Canada,08/08/2020,32,2020,112293,2623,8988,34,5511,85
British Columbia,15/08/2020,33,2020,4358,424,196,1,717,1
Alberta,15/08/2020,33,2020,12152,587,225,11,1215,25
Saskatchewan,15/08/2020,33,2020,1566,133,21,1,232,3
Manitoba,15/08/2020,33,2020,663,156,9,1,246,1
Ontario,15/08/2020,33,2020,40565,598,2751,5,1232,12
Quebec,15/08/2020,33,2020,53897,593,5752,16,1463,27
Newfoundland and Labrador,15/08/2020,33,2020,268,1,3,0,2,0
New Brunswick,15/08/2020,33,2020,184,8,2,0,14,0
Nova Scotia,15/08/2020,33,2020,1074,3,64,0,4,0
Prince Edward Island,15/08/2020,33,2020,41,5,0,0,5,0
Yukon,15/08/2020,33,2020,15,0,0,0,1,0
Northwest Territories,15/08/2020,33,2020,5,0,0,0,0,0
Nunavut,15/08/2020,33,2020,0,0,0,0,0,0
Repatriated travellers,15/08/2020,33,2020,13,0,0,0,0,0
Canada,15/08/2020,33,2020,114801,2507,9023,35,5131,69
British Columbia,22/08/2020,34,2020,4915,557,202,6,981,7
Alberta,22/08/2020,34,2020,12845,693,232,7,1280,18
Saskatchewan,22/08/2020,34,2020,1597,31,22,1,164,2
Manitoba,22/08/2020,34,2020,872,209,12,3,365,4
Ontario,22/08/2020,34,2020,41287,722,2759,8,1320,13
Quebec,22/08/2020,34,2020,54479,582,5768,16,1175,32
Newfoundland and Labrador,22/08/2020,34,2020,268,0,3,0,1,0
